T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
26,287859,India Vs Scotland 7Th Match Group D,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),13/09/07,T20,6,India,MS Dhoni,,,,30,Scotland,RR Watson,,,,Kingsmead,Durban,South Africa,SJA Taufel,SJ Davis,MJ Procter,Scotland,bowl,,No result (abandoned with a toss),,"['V Sehwag', 'RV Uthappa', 'G Gambhir', 'Yuvraj Singh', 'MS Dhoni', 'KD Karthik', 'Harbhajan Singh', 'IK Pathan', 'RP Singh', 'AB Agarkar', 'S Sreesanth']","['DF Watts', 'RR Watson', 'NS Poonia', 'GM Hamilton', 'NFI McCallum', 'DR Brown', 'CJO Smith', 'RM Haq', 'CM Wright', 'JAR Blain', 'JD Nel']","['G Gambhir', 'RV Uthappa', 'RP Singh', 'Yuvraj Singh']"
27,287860,Kenya Vs Sri Lanka 8Th Match Group C,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),14/09/07,T20,8,Sri Lanka,DPMD Jayawardene,260,6,12,26,Kenya,SO Tikolo,88,9,11,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,NJ Llong,BC Broad,Kenya,bowl,Sri Lanka,Sri Lanka won by 172 runs,ST Jayasuriya,"['WU Tharanga', 'ST Jayasuriya', 'KC Sangakkara', 'DPMD Jayawardene', 'LPC Silva', 'TM Dilshan', 'J Mubarak', 'G Wijekoon', 'CRD Fernando', 'SL Malinga', 'WPUJC Vaas']","['MA Ouma', 'DO Obuya', 'NN Odhiambo', 'T Mishra', 'SO Tikolo', 'CO Obuya', 'AA Obanda', 'JK Kamande', 'LN Onyango', 'PJ Ongondo', 'TM Odoyo']","['G Wijekoon', 'J Mubarak']"
28,287861,Australia Vs England 9Th Match Group B,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),14/09/07,T20,1,England,PD Collingwood,135,10,3,2,Australia,RT Ponting,136,2,2,Newlands,Cape Town,South Africa,Asad Rauf,IL Howell,RS Madugalle,England,bat,Australia,Australia won by 8 wickets (with 31 balls remaining),NW Bracken,"['DL Maddy', 'MJ Prior', 'LJ Wright', 'KP Pietersen', 'PD Collingwood', 'A Flintoff', 'OA Shah', 'AD Mascarenhas', 'CP Schofield', 'SCJ Broad', 'RJ Kirtley']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'A Symonds', 'MEK Hussey', 'BJ Hodge', 'MJ Clarke', 'B Lee', 'MG Johnson', 'NW Bracken', 'SR Clark']",['RJ Kirtley']
29,287862,India Vs Pakistan 10Th Match Group D,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),14/09/07,T20,6,India,MS Dhoni,141,9,5,7,Pakistan,Shoaib Malik,141,7,8,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,MJ Procter,Pakistan,bowl,,Match tied,Mohammad Asif,"['G Gambhir', 'V Sehwag', 'RV Uthappa', 'Yuvraj Singh', 'KD Karthik', 'MS Dhoni', 'IK Pathan', 'Harbhajan Singh', 'AB Agarkar', 'S Sreesanth', 'RP Singh']","['Salman Butt', 'Imran Nazir', 'Kamran Akmal', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Yasir Arafat', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']",['Sohail Tanvir']
30,287863,New Zealand Vs Sri Lanka 11Th Match Group C,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),15/09/07,T20,5,New Zealand,DL Vettori,164,7,13,8,Sri Lanka,DPMD Jayawardene,168,3,12,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,MR Benson,BC Broad,New Zealand,bat,Sri Lanka,Sri Lanka won by 7 wickets (with 7 balls remaining),ST Jayasuriya,"['L Vincent', 'BB McCullum', 'PG Fulton', 'LRPL Taylor', 'SB Styris', 'CD McMillan', 'JDP Oram', 'DL Vettori', 'SE Bond', 'MR Gillespie', 'CS Martin']","['WU Tharanga', 'ST Jayasuriya', 'KC Sangakkara', 'DPMD Jayawardene', 'LPC Silva', 'TM Dilshan', 'J Mubarak', 'G Wijekoon', 'CRD Fernando', 'SL Malinga', 'WPUJC Vaas']",[]
31,287864,South Africa Vs Bangladesh 12Th Match Group A,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),15/09/07,T20,25,Bangladesh,Mohammad Ashraful,144,10,14,3,South Africa,GC Smith,146,3,2,Newlands,Cape Town,South Africa,Asad Rauf,AL Hill,RS Madugalle,South Africa,bowl,South Africa,South Africa won by 7 wickets (with 7 balls remaining),M Morkel,"['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Alok Kapali', 'Mashrafe Mortaza', 'Farhad Reza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['GC Smith', 'JP Duminy', 'JA Morkel', 'AB de Villiers', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'JJ van der Wath', 'VD Philander', 'M Ntini', 'M Morkel']",['JP Duminy']
32,287865,India Vs New Zealand 13Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),16/09/07,T20,5,New Zealand,DL Vettori,190,10,10,6,India,MS Dhoni,180,9,4,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,NJ Llong,BC Broad,India,bowl,New Zealand,New Zealand won by 10 runs,DL Vettori,"['L Vincent', 'BB McCullum', 'PG Fulton', 'LRPL Taylor', 'SB Styris', 'CD McMillan', 'JDP Oram', 'DL Vettori', 'SE Bond', 'MR Gillespie', 'JS Patel']","['G Gambhir', 'V Sehwag', 'RV Uthappa', 'MS Dhoni', 'Yuvraj Singh', 'KD Karthik', 'IK Pathan', 'AB Agarkar', 'Harbhajan Singh', 'S Sreesanth', 'RP Singh']",[]
33,287866,Australia Vs Bangladesh 14Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),16/09/07,T20,25,Bangladesh,Mohammad Ashraful,123,8,19,2,Australia,RT Ponting,124,1,2,Newlands,Cape Town,South Africa,Asad Rauf,IL Howell,RS Madugalle,Australia,bowl,Australia,Australia won by 9 wickets (with 37 balls remaining),B Lee,"['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Mashrafe Mortaza', 'Alok Kapali', 'Farhad Reza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'A Symonds', 'MEK Hussey', 'BJ Hodge', 'MJ Clarke', 'B Lee', 'MG Johnson', 'NW Bracken', 'SR Clark']",[]
34,287867,South Africa Vs England 15Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),16/09/07,T20,3,South Africa,GC Smith,154,8,9,1,England,PD Collingwood,135,7,7,Newlands,Cape Town,South Africa,Asad Rauf,AL Hill,RS Madugalle,England,bowl,South Africa,South Africa won by 19 runs,JA Morkel,"['GC Smith', 'JP Duminy', 'AB de Villiers', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'JA Morkel', 'VD Philander', 'JJ van der Wath', 'M Morkel', 'M Ntini']","['LJ Wright', 'MJ Prior', 'KP Pietersen', 'PD Collingwood', 'OA Shah', 'A Flintoff', 'JN Snape', 'AD Mascarenhas', 'CP Schofield', 'SCJ Broad', 'JM Anderson']",['JN Snape']
35,287868,Pakistan Vs Sri Lanka 16Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),17/09/07,T20,7,Pakistan,Shoaib Malik,189,6,9,8,Sri Lanka,DPMD Jayawardene,156,9,16,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,NJ Llong,BC Broad,Sri Lanka,bowl,Pakistan,Pakistan won by 33 runs,Younis Khan,"['Salman Butt', 'Imran Nazir', 'Mohammad Hafeez', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Kamran Akmal', 'Misbah-ul-Haq', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']","['WU Tharanga', 'ST Jayasuriya', 'KC Sangakkara', 'DPMD Jayawardene', 'LPC Silva', 'TM Dilshan', 'J Mubarak', 'G Wijekoon', 'WPUJC Vaas', 'SL Malinga', 'CRD Fernando']",[]
36,287869,England Vs New Zealand 17Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),18/09/07,T20,5,New Zealand,DL Vettori,164,9,7,1,England,PD Collingwood,159,8,1,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,MJ Procter,England,bowl,New Zealand,New Zealand won by 5 runs,CD McMillan,"['L Vincent', 'BB McCullum', 'PG Fulton', 'LRPL Taylor', 'SB Styris', 'CD McMillan', 'JDP Oram', 'DL Vettori', 'SE Bond', 'MR Gillespie', 'CS Martin']","['DL Maddy', 'VS Solanki', 'KP Pietersen', 'PD Collingwood', 'OA Shah', 'A Flintoff', 'LJ Wright', 'AD Mascarenhas', 'CP Schofield', 'SCJ Broad', 'JM Anderson']",[]
37,287870,Australia Vs Pakistan 18Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),18/09/07,T20,2,Australia,RT Ponting,164,7,7,7,Pakistan,Shoaib Malik,165,4,7,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,NJ Llong,BC Broad,Pakistan,bowl,Pakistan,Pakistan won by 6 wickets (with 5 balls remaining),Misbah-ul-Haq,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'A Symonds', 'MEK Hussey', 'BJ Hodge', 'MJ Clarke', 'B Lee', 'MG Johnson', 'NW Bracken', 'SR Clark']","['Imran Nazir', 'Mohammad Hafeez', 'Salman Butt', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Kamran Akmal', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']",[]
38,287871,Bangladesh Vs Sri Lanka 19Th Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),18/09/07,T20,8,Sri Lanka,DPMD Jayawardene,147,5,10,25,Bangladesh,Mohammad Ashraful,83,10,1,New Wanderers Stadium,Johannesburg,South Africa,DJ Harper,MR Benson,BC Broad,Bangladesh,bowl,Sri Lanka,Sri Lanka won by 64 runs,CRD Fernando,"['WU Tharanga', 'ST Jayasuriya', 'KC Sangakkara', 'DPMD Jayawardene', 'LPC Silva', 'TM Dilshan', 'J Mubarak', 'MF Maharoof', 'WPUJC Vaas', 'CRD Fernando', 'SL Malinga']","['Tamim Iqbal', 'Nazimuddin', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Nadif Chowdhury', 'Mahmudullah', 'Mashrafe Mortaza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']",[]
39,287872,South Africa Vs New Zealand 20Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),19/09/07,T20,5,New Zealand,DL Vettori,153,8,8,3,South Africa,GC Smith,158,4,8,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,South Africa,bowl,South Africa,South Africa won by 6 wickets (with 5 balls remaining),JM Kemp,"['L Vincent', 'BB McCullum', 'LRPL Taylor', 'SB Styris', 'CD McMillan', 'JDP Oram', 'NL McCullum', 'DL Vettori', 'SE Bond', 'MR Gillespie', 'CS Martin']","['GC Smith', 'HH Gibbs', 'AB de Villiers', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'VD Philander', 'JA Morkel', 'JJ van der Wath', 'M Morkel', 'A Nel']",['NL McCullum']
40,287873,England Vs India 21St Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),19/09/07,T20,6,India,MS Dhoni,218,4,18,1,England,PD Collingwood,200,6,16,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,India,bat,India,India won by 18 runs,Yuvraj Singh,"['G Gambhir', 'V Sehwag', 'RV Uthappa', 'MS Dhoni', 'Yuvraj Singh', 'IK Pathan', 'RG Sharma', 'Harbhajan Singh', 'Joginder Sharma', 'S Sreesanth', 'RP Singh']","['DL Maddy', 'VS Solanki', 'KP Pietersen', 'PD Collingwood', 'OA Shah', 'A Flintoff', 'LJ Wright', 'AD Mascarenhas', 'CT Tremlett', 'SCJ Broad', 'JM Anderson']","['CT Tremlett', 'Joginder Sharma', 'RG Sharma']"
41,287874,Australia Vs Sri Lanka 22Nd Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),20/09/07,T20,8,Sri Lanka,DPMD Jayawardene,101,10,4,2,Australia,AC Gilchrist,102,0,13,Newlands,Cape Town,South Africa,Asad Rauf,IL Howell,RS Madugalle,Australia,bowl,Australia,Australia won by 10 wickets (with 58 balls remaining),SR Clark,"['WU Tharanga', 'ST Jayasuriya', 'KC Sangakkara', 'DPMD Jayawardene', 'LPC Silva', 'TM Dilshan', 'J Mubarak', 'MF Maharoof', 'WPUJC Vaas', 'SL Malinga', 'CRD Fernando']","['AC Gilchrist', 'ML Hayden', 'BJ Hodge', 'A Symonds', 'MEK Hussey', 'MJ Clarke', 'SR Watson', 'B Lee', 'MG Johnson', 'NW Bracken', 'SR Clark']",[]
42,287875,Bangladesh Vs Pakistan 23Rd Match Group F,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),20/09/07,T20,25,Bangladesh,Mohammad Ashraful,140,10,14,7,Pakistan,Shoaib Malik,141,6,5,Newlands,Cape Town,South Africa,IL Howell,AL Hill,MJ Procter,Pakistan,bowl,Pakistan,Pakistan won by 4 wickets (with 6 balls remaining),Junaid Siddique,"['Tamim Iqbal', 'Junaid Siddique', 'Aftab Ahmed', 'Mohammad Ashraful', 'Shakib Al Hasan', 'Nadif Chowdhury', 'Mahmudullah', 'Mashrafe Mortaza', 'Mushfiqur Rahim', 'Abdur Razzak', 'Syed Rasel']","['Imran Nazir', 'Shahid Afridi', 'Mohammad Hafeez', 'Salman Butt', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Kamran Akmal', 'Mohammad Asif', 'Umar Gul', 'Sohail Tanvir']","['Junaid Siddique', 'Junaid Siddique']"
43,287876,South Africa Vs India 24Th Match Group E,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),20/09/07,T20,6,India,MS Dhoni,153,5,13,3,South Africa,GC Smith,116,9,24,Kingsmead,Durban,South Africa,BR Doctrove,SJA Taufel,RS Madugalle,India,bat,India,India won by 37 runs,RG Sharma,"['G Gambhir', 'V Sehwag', 'KD Karthik', 'RV Uthappa', 'RG Sharma', 'MS Dhoni', 'IK Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'S Sreesanth', 'RP Singh']","['HH Gibbs', 'GC Smith', 'AB de Villiers', 'JM Kemp', 'MV Boucher', 'SM Pollock', 'JA Morkel', 'VD Philander', 'JJ van der Wath', 'M Morkel', 'M Ntini']",[]
44,287877,New Zealand Vs Pakistan 1St Semi Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),22/09/07,T20,5,New Zealand,DL Vettori,143,8,6,7,Pakistan,Shoaib Malik,147,4,4,Newlands,Cape Town,South Africa,DJ Harper,SJA Taufel,MJ Procter,New Zealand,bat,Pakistan,Pakistan won by 6 wickets (with 7 balls remaining),Umar Gul,"['L Vincent', 'BB McCullum', 'SB Styris', 'PG Fulton', 'LRPL Taylor', 'CD McMillan', 'JDP Oram', 'DL Vettori', 'SE Bond', 'JS Patel', 'MR Gillespie']","['Mohammad Hafeez', 'Imran Nazir', 'Younis Khan', 'Shoaib Malik', 'Shahid Afridi', 'Misbah-ul-Haq', 'Fawad Alam', 'Kamran Akmal', 'Sohail Tanvir', 'Umar Gul', 'Mohammad Asif']",[]
45,287878,Australia Vs India 2Nd Semi Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),22/09/07,T20,6,India,MS Dhoni,188,5,7,2,Australia,AC Gilchrist,173,7,8,Kingsmead,Durban,South Africa,Asad Rauf,MR Benson,BC Broad,India,bat,India,India won by 15 runs,Yuvraj Singh,"['G Gambhir', 'V Sehwag', 'RV Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'RG Sharma', 'IK Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'S Sreesanth', 'RP Singh']","['AC Gilchrist', 'ML Hayden', 'BJ Hodge', 'A Symonds', 'MEK Hussey', 'MJ Clarke', 'BJ Haddin', 'B Lee', 'MG Johnson', 'NW Bracken', 'SR Clark']",[]
46,287879,India Vs Pakistan Final,286109,ICC World Twenty20 in South Africa - 2007 (2007/08),24/09/07,T20,6,India,MS Dhoni,157,5,6,7,Pakistan,Shoaib Malik,152,10,12,New Wanderers Stadium,Johannesburg,South Africa,MR Benson,SJA Taufel,RS Madugalle,India,bat,India,India won by 5 runs,IK Pathan,"['G Gambhir', 'YK Pathan', 'RV Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'RG Sharma', 'IK Pathan', 'Harbhajan Singh', 'Joginder Sharma', 'S Sreesanth', 'RP Singh']","['Mohammad Hafeez', 'Imran Nazir', 'Kamran Akmal', 'Younis Khan', 'Shoaib Malik', 'Misbah-ul-Haq', 'Shahid Afridi', 'Yasir Arafat', 'Sohail Tanvir', 'Umar Gul', 'Mohammad Asif']",['YK Pathan']
47,297800,India Vs Australia Only T20I,297426,Australia tour of India  - 2007 (2007/08),20/10/07,T20,2,Australia,RT Ponting,166,5,9,6,India,MS Dhoni,167,3,24,Brabourne Stadium,Mumbai,India,AM Saheba,SL Shastri,BC Broad,Australia,bat,India,India won by 7 wickets (with 11 balls remaining),G Gambhir,"['AC Gilchrist', 'ML Hayden', 'RT Ponting', 'A Symonds', 'BJ Hodge', 'MJ Clarke', 'BJ Haddin', 'B Lee', 'BW Hilfenhaus', 'NW Bracken', 'SR Clark']","['G Gambhir', 'V Sehwag', 'RV Uthappa', 'Yuvraj Singh', 'MS Dhoni', 'RG Sharma', 'IK Pathan', 'M Kartik', 'Harbhajan Singh', 'RP Singh', 'S Sreesanth']",['M Kartik']
48,298795,South Africa Vs New Zealand Only T20I,298789,New Zealand tour of South Africa  - 2007 (2007/08),23/11/07,T20,5,New Zealand,DL Vettori,129,7,9,3,South Africa,GC Smith,131,7,5,New Wanderers Stadium,Johannesburg,South Africa,BG Jerling,IL Howell,J Srinath,South Africa,bowl,South Africa,South Africa won by 3 wickets (with 1 ball remaining),AB de Villiers,"['L Vincent', 'BB McCullum', 'JM How', 'LRPL Taylor', 'SB Styris', 'GJ Hopkins', 'DL Vettori', 'KD Mills', 'MR Gillespie', 'JS Patel', 'MJ Mason']","['GC Smith', 'JH Kallis', 'JP Duminy', 'AB de Villiers', 'MV Boucher', 'SM Pollock', 'JA Morkel', 'VD Philander', 'J Botha', 'CK Langeveldt', 'DW Steyn']","['DW Steyn', 'GJ Hopkins', 'JM How']"
49,291343,Australia Vs New Zealand Only T20I,291341,New Zealand tour of Australia  - 2007 (2007/08),11/12/07,T20,2,Australia,MJ Clarke,186,6,4,5,New Zealand,DL Vettori,132,10,16,Western Australia Cricket Association Ground,Perth,Australia,PD Parker,SJ Davis,RS Mahanama,Australia,bat,Australia,Australia won by 54 runs,A Symonds,"['AC Gilchrist', 'MJ Clarke', 'MEK Hussey', 'A Symonds', 'AC Voges', 'LA Pomersbach', 'AA Noffke', 'B Lee', 'NW Bracken', 'MG Johnson', 'SW Tait']","['L Vincent', 'BB McCullum', 'JM How', 'SB Styris', 'LRPL Taylor', 'MS Sinclair', 'JDP Oram', 'DL Vettori', 'KD Mills', 'MR Gillespie', 'JS Patel']","['AC Voges', 'AA Noffke', 'LA Pomersbach', 'SW Tait']"
50,319112,South Africa Vs West Indies 1St T20I,298790,West Indies tour of Zimbabwe and South Africa  - 2007 (2007/08),16/12/07,T20,3,South Africa,SM Pollock,58,8,13,4,West Indies,DJ Bravo,60,5,2,St George's Park,Gqeberha,South Africa,BG Jerling,IL Howell,RS Madugalle,West Indies,bowl,West Indies,West Indies won by 5 wickets (with 19 balls remaining),JE Taylor,"['MN van Wyk', 'HH Gibbs', 'JP Duminy', 'AB de Villiers', 'GH Bodi', 'SM Pollock', 'JA Morkel', 'VD Philander', 'J Botha', 'DW Steyn', 'M Ntini']","['BA Parchment', 'DS Smith', 'RS Morton', 'S Chanderpaul', 'MN Samuels', 'DJ Bravo', 'D Ramdin', 'DJG Sammy', 'JE Taylor', 'DBL Powell', 'FH Edwards']","['BA Parchment', 'BA Parchment', 'GH Bodi']"
51,298804,South Africa Vs West Indies 2Nd T20I,298790,West Indies tour of Zimbabwe and South Africa  - 2007 (2007/08),18/01/08,T20,4,West Indies,DJ Bravo,131,7,29,3,South Africa,GC Smith,134,6,8,New Wanderers Stadium,Johannesburg,South Africa,BG Jerling,RE Koertzen,J Srinath,South Africa,bowl,South Africa,South Africa won by 4 wickets (with 4 balls remaining),SM Pollock,"['DS Smith', 'D Ramdin', 'MN Samuels', 'S Chanderpaul', 'RS Morton', 'DJ Bravo', 'RN Lewis', 'DJG Sammy', 'JE Taylor', 'R Rampaul', 'FH Edwards']","['HH Gibbs', 'GC Smith', 'AB de Villiers', 'JP Duminy', 'JL Ontong', 'MV Boucher', 'SM Pollock', 'JA Morkel', 'M Morkel', 'J Botha', 'M Ntini']","['JL Ontong', 'RN Lewis']"
52,291356,Australia Vs India Only T20I,291355,India tour of Australia  - 2007 (2007/08),01/02/08,T20,6,India,MS Dhoni,74,10,3,2,Australia,MJ Clarke,75,1,3,Melbourne Cricket Ground,Melbourne,Australia,BNJ Oxenford,SJA Taufel,JJ Crowe,India,bat,Australia,Australia won by 9 wickets (with 52 balls remaining),MJ Clarke,"['G Gambhir', 'V Sehwag', 'KD Karthik', 'RV Uthappa', 'RG Sharma', 'MS Dhoni', 'IK Pathan', 'P Kumar', 'Harbhajan Singh', 'S Sreesanth', 'I Sharma']","['AC Gilchrist', 'MJ Clarke', 'BJ Hodge', 'MEK Hussey', 'A Symonds', 'DJ Hussey', 'B Lee', 'JR Hopes', 'NW Bracken', 'AA Noffke', 'AC Voges']","['DJ Hussey', 'I Sharma', 'P Kumar']"
53,300435,New Zealand Vs England 1St T20I,300418,England tour of New Zealand  - 2008 (2007/08),05/02/08,T20,1,England,PD Collingwood,184,8,2,5,New Zealand,BB McCullum,152,10,23,Eden Park,Auckland,New Zealand,BF Bowden,GAV Baxter,AG Hurst,New Zealand,bowl,England,England won by 32 runs,AD Mascarenhas,"['P Mustard', 'LJ Wright', 'KP Pietersen', 'IR Bell', 'PD Collingwood', 'OA Shah', 'AD Mascarenhas', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom', 'JM Anderson']","['JD Ryder', 'BB McCullum', 'LRPL Taylor', 'JM How', 'SB Styris', 'PG Fulton', 'JDP Oram', 'KD Mills', 'TG Southee', 'JS Patel', 'CS Martin']","['GP Swann', 'JD Ryder', 'P Mustard', 'TG Southee']"
54,300436,New Zealand Vs England 2Nd T20I,300418,England tour of New Zealand  - 2008 (2007/08),07/02/08,T20,1,England,PD Collingwood,193,8,4,5,New Zealand,BB McCullum,143,8,3,Jade Stadium,Christchurch,New Zealand,BF Bowden,GAV Baxter,AG Hurst,England,bat,England,England won by 50 runs,PD Collingwood,"['P Mustard', 'LJ Wright', 'KP Pietersen', 'IR Bell', 'PD Collingwood', 'OA Shah', 'AD Mascarenhas', 'GP Swann', 'SCJ Broad', 'RJ Sidebottom', 'JM Anderson']","['JD Ryder', 'BB McCullum', 'LRPL Taylor', 'JM How', 'SB Styris', 'PG Fulton', 'DR Flynn', 'KD Mills', 'PA Hitchcock', 'TG Southee', 'CS Martin']","['DR Flynn', 'PA Hitchcock']"
55,343764,Pakistan Vs Bangladesh Only T20I,343758,Bangladesh tour of Pakistan  - 2008 (2007/08),20/04/08,T20,7,Pakistan,Shoaib Malik,203,5,7,25,Bangladesh,Mohammad Ashraful,101,10,12,National Stadium,Karachi,Pakistan,Nadeem Ghauri,Zameer Haider,MJ Procter,Pakistan,bat,Pakistan,Pakistan won by 102 runs,Misbah-ul-Haq,"['Salman Butt', 'Kamran Akmal', 'Younis Khan', 'Misbah-ul-Haq', 'Shoaib Malik', 'Shahid Afridi', 'Fawad Alam', 'Sohail Tanvir', 'Wahab Riaz', 'Umar Gul', 'Mansoor Amjad']","['Tamim Iqbal', 'Nazimuddin', 'Mohammad Ashraful', 'Aftab Ahmed', 'Shakib Al Hasan', 'Farhad Reza', 'Dhiman Ghosh', 'Mahmudullah', 'Mashrafe Mortaza', 'Abdur Razzak', 'Shahadat Hossain']","['Dhiman Ghosh', 'Dhiman Ghosh', 'Mansoor Amjad', 'Wahab Riaz']"
56,296903,England Vs New Zealand Only T20I,296894,New Zealand tour of England and Scotland  - 2008 (2008),13/06/08,T20,5,New Zealand,DL Vettori,123,9,2,1,England,PD Collingwood,127,1,1,Old Trafford,Manchester,England,IJ Gould,PJ Hartley,J Srinath,England,bowl,England,England won by 9 wickets (with 15 balls remaining),IR Bell,"['JM How', 'BB McCullum', 'JAH Marshall', 'LRPL Taylor', 'SB Styris', 'PG Fulton', 'DR Flynn', 'DL Vettori', 'KD Mills', 'MJ Mason', 'MR Gillespie']","['IR Bell', 'LJ Wright', 'KP Pietersen', 'PD Collingwood', 'RS Bopara', 'OA Shah', 'AD Mascarenhas', 'TR Ambrose', 'GP Swann', 'SCJ Broad', 'JM Anderson']","['RS Bopara', 'TR Ambrose']"
57,319142,West Indies Vs Australia Only T20I,319126,Australia tour of West Indies  - 2008 (2008),20/06/08,T20,2,Australia,RT Ponting,97,3,5,4,West Indies,DJ Bravo,102,3,15,Kensington Oval,Bridgetown,West Indies,BR Doctrove,CR Duncan,RS Mahanama,West Indies,bowl,West Indies,West Indies won by 7 wickets (with 11 balls remaining),XM Marshall,"['SE Marsh', 'L Ronchi', 'SR Watson', 'DJ Hussey', 'CL White', 'RT Ponting', 'MJ Clarke', 'MEK Hussey', 'B Lee', 'MG Johnson', 'JR Hopes']","['XM Marshall', 'WKD Perkins', 'D Ramdin', 'DJ Bravo', 'ADS Fletcher', 'KA Pollard', 'DJG Sammy', 'SJ Benn', 'KAJ Roach', 'FH Edwards', 'JE Taylor']","['ADS Fletcher', 'KAJ Roach', 'KAJ Roach', 'KA Pollard', 'L Ronchi', 'SE Marsh', 'SJ Benn', 'WKD Perkins', 'XM Marshall']"
